"","workerid","rating","imageName","condition","imNameShort","category","age","sessionId","correct"
"199","a39a0cfcbf4e44546d260ccc1464ca19","cup","https://langcog.stanford.edu/expts/BLL/photodraw-recognitionratings/batch1/sketches_by_condition_only/S/cup_sketch_CDM_photodraw_e11533160231802_S_age5.png","S","cup_sketch_CDM_photodraw_e11533160231802_S_age5.png","cup",5,"e11533160231802",TRUE
"200","a39a0cfcbf4e44546d260ccc1464ca19","train","https://langcog.stanford.edu/expts/BLL/photodraw-recognitionratings/batch1/sketches_by_condition_only/W/train_sketch_CDM_photodraw_e11533147991237_W_age6.png","W","train_sketch_CDM_photodraw_e11533147991237_W_age6.png","train",6,"e11533147991237",TRUE
"201","a39a0cfcbf4e44546d260ccc1464ca19","shoe","https://langcog.stanford.edu/expts/BLL/photodraw-recognitionratings/batch1/sketches_by_condition_only/S/shoe_sketch_CDM_photodraw_e11532460938594_S_age6.png","S","shoe_sketch_CDM_photodraw_e11532460938594_S_age6.png","shoe",6,"e11532460938594",TRUE
"202","a39a0cfcbf4e44546d260ccc1464ca19","shoe","https://langcog.stanford.edu/expts/BLL/photodraw-recognitionratings/batch1/sketches_by_condition_only/S/shoe_sketch_CDM_photodraw_e11533153765735_S_age5.png","S","shoe_sketch_CDM_photodraw_e11533153765735_S_age5.png","shoe",5,"e11533153765735",TRUE
"203","a39a0cfcbf4e44546d260ccc1464ca19","shoe","https://langcog.stanford.edu/expts/BLL/photodraw-recognitionratings/batch1/sketches_by_condition_only/S/shoe_sketch_CDM_photodraw_e11532555995167_S_age5.png","S","shoe_sketch_CDM_photodraw_e11532555995167_S_age5.png","shoe",5,"e11532555995167",TRUE
"204","a39a0cfcbf4e44546d260ccc1464ca19","cannot tell at all","https://langcog.stanford.edu/expts/BLL/photodraw-recognitionratings/batch1/sketches_by_condition_only/P/train_sketch_CDM_photodraw_e11532547528521_P_age4.png","P","train_sketch_CDM_photodraw_e11532547528521_P_age4.png","train",4,"e11532547528521",FALSE
"205","a39a0cfcbf4e44546d260ccc1464ca19","dog","https://langcog.stanford.edu/expts/BLL/photodraw-recognitionratings/batch1/sketches_by_condition_only/W/cat_sketch_CDM_photodraw_e11533156255593_W_age6.png","W","cat_sketch_CDM_photodraw_e11533156255593_W_age6.png","cat",6,"e11533156255593",FALSE
"206","a39a0cfcbf4e44546d260ccc1464ca19","train","https://langcog.stanford.edu/expts/BLL/photodraw-recognitionratings/batch1/sketches_by_condition_only/S/train_sketch_CDM_photodraw_e11532543756370_S_age6.png","S","train_sketch_CDM_photodraw_e11532543756370_S_age6.png","train",6,"e11532543756370",TRUE
"207","a39a0cfcbf4e44546d260ccc1464ca19","cat","https://langcog.stanford.edu/expts/BLL/photodraw-recognitionratings/batch1/sketches_by_condition_only/S/cat_sketch_CDM_photodraw_e11533161870392_S_age5.png","S","cat_sketch_CDM_photodraw_e11533161870392_S_age5.png","cat",5,"e11533161870392",TRUE
"208","a39a0cfcbf4e44546d260ccc1464ca19","cannot tell at all","https://langcog.stanford.edu/expts/BLL/photodraw-recognitionratings/batch1/sketches_by_condition_only/W/rabbit_sketch_CDM_photodraw_e11533073144281_W_age5.png","W","rabbit_sketch_CDM_photodraw_e11533073144281_W_age5.png","rabbit",5,"e11533073144281",FALSE
"209","a39a0cfcbf4e44546d260ccc1464ca19","shoe","https://langcog.stanford.edu/expts/BLL/photodraw-recognitionratings/batch1/sketches_by_condition_only/W/shoe_sketch_CDM_photodraw_e11532472926384_W_age4.png","W","shoe_sketch_CDM_photodraw_e11532472926384_W_age4.png","shoe",4,"e11532472926384",TRUE
