,_id,session_id,class,age,fileNameShortNew,filename,url,shuffler_ind,games,updatedAt,numGames
0,5f625e269d2bb9d2b91af2b4,cdm_run_v71571526669020,a bee,age10,bee_sketch_age10_cdm_run_v71571526669020.png,bee_sketch_age10_cdm_run_v71571526669020.png,https://kiddraw.s3.amazonaws.com/bee_sketch_age10_cdm_run_v71571526669020.png,1822,"['5d5d65f84bd7800017a4f90e', '5bcf6fee56885200013225a6', '5d867c33964b9b001a96dcb4']",2020-09-16 20:55:56.497,3
1,5f625e269d2bb9d2b91af2b5,cdm_run_v71571610102326,a bee,age10,bee_sketch_age10_cdm_run_v71571610102326.png,bee_sketch_age10_cdm_run_v71571610102326.png,https://kiddraw.s3.amazonaws.com/bee_sketch_age10_cdm_run_v71571610102326.png,1236,"['5e2de408eebf94000a58e1b4', '5f4fd4e21e17bf0fa4e7cd86', '5e208bc6399710000d6ddeee']",2020-09-16 20:54:12.283,3
2,5f625e269d2bb9d2b91af2b6,cdm_run_v71571610980974,a bee,age10,bee_sketch_age10_cdm_run_v71571610980974.png,bee_sketch_age10_cdm_run_v71571610980974.png,https://kiddraw.s3.amazonaws.com/bee_sketch_age10_cdm_run_v71571610980974.png,3136,"['5f2b0ad2209c1b4ba545eb57', '5abea1621667e40001d82af2']",2020-09-16 20:10:32.567,2
3,5f625e269d2bb9d2b91af2b7,cdm_run_v71572124012267,a bee,age10,bee_sketch_age10_cdm_run_v71572124012267.png,bee_sketch_age10_cdm_run_v71572124012267.png,https://kiddraw.s3.amazonaws.com/bee_sketch_age10_cdm_run_v71572124012267.png,1192,"['5e2de408eebf94000a58e1b4', '5f4fd4e21e17bf0fa4e7cd86', '5ee8ab99da9c0b041ed5b6cd']",2020-09-16 20:53:17.492,3
4,5f625e269d2bb9d2b91af2b8,cdm_run_v71572205431405,a bee,age10,bee_sketch_age10_cdm_run_v71572205431405.png,bee_sketch_age10_cdm_run_v71572205431405.png,https://kiddraw.s3.amazonaws.com/bee_sketch_age10_cdm_run_v71572205431405.png,2259,"['5eb3138319f0500f2004d2e9', '5e792b54ede26d0bc3d47d12']",2020-09-16 20:09:38.109,2
5,5f625e269d2bb9d2b91af2b9,cdm_run_v71572215829141,a bee,age10,bee_sketch_age10_cdm_run_v71572215829141.png,bee_sketch_age10_cdm_run_v71572215829141.png,https://kiddraw.s3.amazonaws.com/bee_sketch_age10_cdm_run_v71572215829141.png,6250,"['5e592ecddcfbdc012576ca66', '5f217ac62c1f5e54b8b36ecb']",2020-09-16 20:13:19.645,2
6,5f625e269d2bb9d2b91af2ba,cdm_run_v71572216212307,a bee,age10,bee_sketch_age10_cdm_run_v71572216212307.png,bee_sketch_age10_cdm_run_v71572216212307.png,https://kiddraw.s3.amazonaws.com/bee_sketch_age10_cdm_run_v71572216212307.png,1516,"['5eb28543f30ede1dd792abe1', '5e14da8da29f4b000ccc9b1d', '5f042c10926cf4675272f242']",2020-09-16 20:54:55.884,3
7,5f625e269d2bb9d2b91af2bb,cdm_run_v71572220105620,a bee,age10,bee_sketch_age10_cdm_run_v71572220105620.png,bee_sketch_age10_cdm_run_v71572220105620.png,https://kiddraw.s3.amazonaws.com/bee_sketch_age10_cdm_run_v71572220105620.png,2759,"['5f284b4861a460130298cdb9', '5e06289afe108500aa865255']",2020-09-16 20:10:27.417,2
8,5f625e269d2bb9d2b91af2bc,cdm_run_v71572374918300,a bee,age10,bee_sketch_age10_cdm_run_v71572374918300.png,bee_sketch_age10_cdm_run_v71572374918300.png,https://kiddraw.s3.amazonaws.com/bee_sketch_age10_cdm_run_v71572374918300.png,5550,"['5cd8554093e9d9001a4a1c29', '5a4ce99f5f74170001e0ff1a']",2020-09-16 20:12:22.382,2
9,5f625e269d2bb9d2b91af2bd,cdm_run_v71572379377434,a bee,age10,bee_sketch_age10_cdm_run_v71572379377434.png,bee_sketch_age10_cdm_run_v71572379377434.png,https://kiddraw.s3.amazonaws.com/bee_sketch_age10_cdm_run_v71572379377434.png,3155,"['5f2b0ad2209c1b4ba545eb57', '5abea1621667e40001d82af2']",2020-09-16 20:10:32.567,2
10,5f625e269d2bb9d2b91af2be,cdm_run_v71572465543434,a bee,age10,bee_sketch_age10_cdm_run_v71572465543434.png,bee_sketch_age10_cdm_run_v71572465543434.png,https://kiddraw.s3.amazonaws.com/bee_sketch_age10_cdm_run_v71572465543434.png,685,"['5f2b280ea50bc45370328ee3', '5b6364e153350a0001c0402a', '5f2b24f1ad7456522f27686c']",2020-09-16 20:52:31.475,3
11,5f625e269d2bb9d2b91af2bf,cdm_run_v71572465854873,a bee,age10,bee_sketch_age10_cdm_run_v71572465854873.png,bee_sketch_age10_cdm_run_v71572465854873.png,https://kiddraw.s3.amazonaws.com/bee_sketch_age10_cdm_run_v71572465854873.png,1238,"['5e2de408eebf94000a58e1b4', '5f4fd4e21e17bf0fa4e7cd86', '5e208bc6399710000d6ddeee']",2020-09-16 20:54:12.283,3
