,dist_target,dist_conf,session_id,age,target_class_label,conf_class_label
0,70.024711608886719,71.092193603515625,run_v31527962399296,2.0,a bird,a dog
1,51.831928253173828,52.866794586181641,run_v31527962824837,2.0,a bird,a dog
2,55.235069274902344,55.719039916992188,run_v31527969599198,2.0,a bird,a dog
3,51.416522979736328,53.381565093994141,run_v31527972599108,2.0,a bird,a dog
4,43.722068786621094,43.744026184082031,run_v31528137599244,2.0,a bird,a dog
5,76.767623901367188,77.636772155761719,run_v31528238200865,2.0,a bird,a dog
6,63.213722229003906,63.1788330078125,run_v31528238432992,2.0,a bird,a dog
7,33.439136505126953,35.121189117431641,run_v31528239723616,2.0,a bird,a dog
8,38.826358795166016,40.724735260009766,run_v31528321199079,2.0,a bird,a dog
9,49.381961822509766,49.644668579101562,run_v31528323219648,2.0,a bird,a dog
10,40.392707824707031,42.234806060791016,run_v31528393568087,2.0,a bird,a dog
11,48.353317260742188,48.219081878662109,run_v31528396799267,2.0,a bird,a dog
12,52.261653900146484,52.230945587158203,run_v31528480199337,2.0,a bird,a dog
13,81.418258666992188,82.176101684570312,run_v31528495589660,2.0,a bird,a dog
14,35.772037506103516,37.548969268798828,run_v31528568999293,2.0,a bird,a dog
15,42.155475616455078,43.757755279541016,run_v31528756799095,2.0,a bird,a dog
16,45.051074981689453,46.333099365234375,run_v31529002799262,2.0,a bird,a dog
17,56.251186370849609,55.224025726318359,run_v31529105877611,2.0,a bird,a dog
18,71.111549377441406,71.772453308105469,run_v31529179199275,2.0,a bird,a dog
19,62.940704345703125,63.279533386230469,run_v31529182386333,2.0,a bird,a dog
20,49.268341064453125,49.670040130615234,run_v31529186399166,2.0,a bird,a dog
21,43.21722412109375,43.904750823974609,run_v31529432999222,2.0,a bird,a dog
22,53.520751953125,53.409065246582031,run_v31530313521817,2.0,a bird,a dog
23,64.895301818847656,66.05548095703125,run_v31530402216335,2.0,a bird,a dog
24,63.473239898681641,63.920547485351562,run_v31530473790141,2.0,a bird,a dog
25,61.339553833007812,61.839168548583984,run_v31530480824568,2.0,a bird,a dog
26,42.016853332519531,41.2691650390625,run_v31530488992022,2.0,a bird,a dog
27,45.2205810546875,45.485904693603516,run_v31530552560204,2.0,a bird,a dog
28,38.399967193603516,40.248794555664062,run_v31530639636671,2.0,a bird,a dog
29,48.844264984130859,49.561767578125,run_v31530646805310,2.0,a bird,a dog
30,58.276603698730469,59.223068237304688,run_v31530734076142,2.0,a bird,a dog
31,59.079803466796875,57.779964447021484,run_v31530737035545,2.0,a bird,a dog
32,37.112869262695312,37.092323303222656,run_v31530741937841,2.0,a bird,a dog
33,34.236820220947266,37.222728729248047,run_v31530817954419,2.0,a bird,a dog
34,44.304988861083984,44.268836975097656,run_v31531419269258,2.0,a bird,a dog
35,50.352497100830078,51.851444244384766,run_v31531421007338,2.0,a bird,a dog
36,32.504993438720703,32.825218200683594,run_v31531424117873,2.0,a bird,a dog
37,42.768001556396484,42.697994232177734,run_v31531428472392,2.0,a bird,a dog
38,42.374332427978516,44.584381103515625,run_v31531593381031,2.0,a bird,a dog
39,38.664577484130859,39.192115783691406,run_v31531597773825,2.0,a bird,a dog
40,29.000804901123047,29.661535263061523,run_v31531598283011,2.0,a bird,a dog
41,40.527095794677734,41.214588165283203,run_v31531604038450,2.0,a bird,a dog
42,30.90887451171875,31.625936508178711,run_v31531604412388,2.0,a bird,a dog
43,34.557819366455078,36.393539428710938,run_v31531609233310,2.0,a bird,a dog
44,44.683021545410156,45.994827270507812,run_v31531682143759,2.0,a bird,a dog
45,34.494705200195312,34.336200714111328,run_v31531777386499,2.0,a bird,a dog
46,68.255638122558594,68.738998413085938,run_v31531936445541,2.0,a bird,a dog
47,110.58434295654297,110.94002532958984,run_v31531942620332,2.0,a bird,a dog
48,59.646095275878906,60.438732147216797,run_v31531949116143,2.0,a bird,a dog
49,55.217449188232422,54.628948211669922,run_v31532125244036,2.0,a bird,a dog
0,36.245773315429688,36.913059234619141,run_v31527963107380,3.0,a bird,a dog
