"","X","index","age","target_label","session_id","correct_or_not","target_label_prob","airplane_prob","bike_prob","bird_prob","car_prob","cat_prob","chair_prob","cup_prob","hat_prob","house_prob","rabbit_prob","tree_prob","watch_prob"
"1",0,0,5,"airplane","photodraw_e21542057631101",1,0.145872634237035,0.145872634237035,0.0896469748578583,0.11068742853015,0.0655967547927507,0.0902345375427279,0.0769321037278627,0.0823092046836934,0.0791385389130009,0.0493246932132876,0.0893847982263103,0.0641905332872627,0.0566817979880598
"2",0,1,8,"airplane","photodraw_e21547849501667",0,0.115558958535966,0.115558958535966,0.0910240284644205,0.103874073324275,0.0663671708806129,0.0934551121231918,0.118529656054842,0.0666843655576896,0.0626280480746405,0.0605929962271121,0.0753570482147355,0.0705144133805317,0.0754141291619822
"3",0,10,6,"airplane","photodraw_e21547668018017",0,0.0661611861777075,0.0661611861777075,0.0784450342641205,0.0619131031970293,0.0990508572893477,0.0860020422426104,0.0745643551748869,0.0991027529649121,0.0779852408623466,0.0672156230608084,0.123348111863267,0.0946555244689431,0.0715561684340211
"4",0,100,4,"bike","photodraw_e21548455224165",0,0.0648147141852386,0.0974991729345592,0.0648147141852386,0.0818722443799162,0.08628096640164,0.0928391020660196,0.0868063790122238,0.07019076915846,0.0891149106258473,0.0648996408687273,0.0906886697208315,0.0911296358587606,0.083863794787776
"5",0,1000,5,"tree","photodraw_e21542218678125",0,0.118736068832235,0.129869827256966,0.0729420872629094,0.126552691777589,0.0513704356864575,0.0752706459799182,0.1160784790769,0.0549270669540042,0.0480131991889791,0.0826361908438735,0.0599685847837247,0.118736068832235,0.0636347223564423
"6",0,1001,6,"tree","photodraw_e21547845453981",1,0.139283267203369,0.0899485190358577,0.0806039866569765,0.102722684891188,0.0597789076859383,0.0952718945126952,0.0646352240515598,0.105104621977351,0.0628105779807203,0.0497000385883687,0.0799111571825673,0.139283267203369,0.0702291202334086
"7",0,1002,8,"tree","photodraw_e21550694845595",1,0.143716480011106,0.0832091191171333,0.0774419564276045,0.112067663018513,0.0570647967367937,0.0762770445231606,0.0503279804636215,0.0831991800955576,0.07797346385824,0.0678279265689478,0.0767380480541521,0.143716480011106,0.0941563411251699
"8",0,1003,8,"tree","photodraw_e21549650853022",1,0.124341822186984,0.083550531124745,0.0710482289046772,0.0852162752737935,0.0757320509405801,0.0901627588939184,0.0742476113253116,0.0916520901408961,0.0761356993633987,0.0676908878128303,0.0813904786704589,0.124341822186984,0.0788315653624066
"9",0,1004,8,"tree","photodraw_e21545166957201",1,0.141775822595101,0.062442180670506,0.0937745154541546,0.0588400225931241,0.107980678858015,0.0785997867036212,0.0686880431362116,0.0740403676623907,0.0801360736516131,0.0664569942782562,0.085354604846045,0.141775822595101,0.0819109095509613
"10",0,1005,6,"tree","photodraw_e21542220695445",1,0.132564927708817,0.0547194185763515,0.0769738422495692,0.115351945455979,0.0693076207441525,0.0789097720498651,0.0883951412516063,0.0767845838044227,0.0623186777947116,0.0699455608831261,0.078300883468816,0.132564927708817,0.0964276260125831
"11",0,1006,5,"tree","photodraw_e21542225408593",1,0.13237292910289,0.0606461750221015,0.0610098790341444,0.0873813570674303,0.0677623358529654,0.0772972834381307,0.120461789672978,0.065995507397368,0.077424655640696,0.0834860281157262,0.0711142195599251,0.13237292910289,0.095047840095645
"12",0,1007,4,"tree","photodraw_e21540576907849",0,0.0756414929468509,0.100275093560623,0.0834782309287372,0.0823639084219537,0.0748022261917585,0.0954503986920984,0.0857681765067932,0.0868103858025992,0.0815283446209764,0.0600689370508578,0.109016002586815,0.0756414929468509,0.064796802689937
"13",0,1008,8,"tree","photodraw_e21547845878342",1,0.111551319554074,0.0746533638380063,0.0684922087725562,0.0916772304840208,0.0768658358159933,0.0770069066135508,0.100177383941162,0.0697133585980577,0.0883314553014992,0.065848961880423,0.0666073725429297,0.111551319554074,0.109074602657727
"14",0,1009,4,"tree","photodraw_e21547672389753",1,0.131691715808142,0.092408303179082,0.0837313423466021,0.0881391644599022,0.0646138996820095,0.0657082053663357,0.0767784892946187,0.0733179368365163,0.085942919206385,0.063780533876219,0.0892783988108734,0.131691715808142,0.0846090911333144
"15",0,101,5,"bike","photodraw_e21542223602317",0,0.0727022095694712,0.0869579316467135,0.0727022095694712,0.0971683979327346,0.0913108519691149,0.0873041693827554,0.0668557571230728,0.0786749217783352,0.0782364657634765,0.0800431580885498,0.0931876089549202,0.0822498369253719,0.085308690865484
"16",0,1010,4,"tree","photodraw_e21541799408496",1,0.140737678629897,0.0723017238866991,0.0818598473431069,0.0971725982383091,0.0792416382629863,0.0719348669740624,0.0680780658771865,0.0779940801625,0.0679584788608027,0.0584278736184031,0.0818143285099547,0.140737678629897,0.102478819636092
"17",0,1011,5,"tree","photodraw_e21542061442525",0,0.0834031357046021,0.0896322146010423,0.0596176064579726,0.0809958038083707,0.124619830386313,0.0764630426987084,0.0619458618243275,0.0837011452894959,0.0813729614375742,0.109281645436528,0.0784286306037284,0.0834031357046021,0.0705381217513367
"18",0,1012,6,"tree","photodraw_e21547238095569",1,0.135065363943164,0.081165897084168,0.101830096832107,0.0896114426703374,0.065326802815611,0.0947451660365398,0.0637265471388858,0.0891675744769577,0.0439457268798939,0.0695315766502621,0.106423019506378,0.135065363943164,0.0594607859656946
"19",0,1013,7,"tree","photodraw_e21547667337924",1,0.133396305274916,0.115384315274234,0.0614452358089224,0.113191633422668,0.0543251287032118,0.0967562534105623,0.0646302244033858,0.0546683029759065,0.0541461208985957,0.0904362746478289,0.0786185631114899,0.133396305274916,0.0830016420682779
"20",0,1014,5,"tree","photodraw_e21542223602317",1,0.141774753038806,0.0531490866648903,0.0812849380815992,0.107111690057893,0.0592364040811334,0.0928452765024758,0.0680617658808746,0.090004216566541,0.0555357967185441,0.0906394825178834,0.0893113780068922,0.141774753038806,0.0710452118824661
"21",0,1015,4,"tree","photodraw_e21548455224165",0,0.0864208383468106,0.0642929936263872,0.0866029114828821,0.0853995285374267,0.0928525657606292,0.0949607414332408,0.0908957616600923,0.106207480296333,0.0734812740849891,0.0747914682703175,0.070036955510828,0.0864208383468106,0.0740574809900632
"22",0,1016,7,"tree","photodraw_e21547242571962",1,0.123681840320754,0.058539989828284,0.0754388175702813,0.100098992660622,0.1108648568379,0.0890692453690937,0.0548036214678712,0.0797806511822413,0.0690238545417735,0.0997257968082194,0.0768230314220777,0.123681840320754,0.0621493019908811
"23",0,1017,6,"tree","photodraw_e21545255128573",0,0.104327023234561,0.0701569513966583,0.0486509611340794,0.0686148871685913,0.0822103140602543,0.0704349127428943,0.110391708474383,0.0740355653934987,0.0953438132743296,0.134351660104018,0.0650063825477336,0.104327023234561,0.0764758204689981
"24",0,1018,5,"tree","photodraw_e21543432563054",1,0.132628815742784,0.0866210755116992,0.0501518454315329,0.0828315390831487,0.0651191186090071,0.0905303380755683,0.121807969512467,0.0774414590327392,0.0548573717775988,0.0997604306824182,0.0752578021459709,0.132628815742784,0.0629922343950657
"25",0,1019,8,"tree","photodraw_e21550698482522",1,0.101386612148731,0.0911442124348863,0.0962790963719919,0.0982776454610438,0.0745749393641983,0.0928926327467329,0.0658807373133872,0.0895846849918176,0.0793766472605338,0.0666783945798529,0.0775729209498479,0.101386612148731,0.0663514763769762
