,index,age,target_label,session_id,correct_or_not,target_label_prob,airplane_prob,bear_prob,bike_prob,bird_prob,boat_prob,bowl_prob,car_prob,cat_prob,chair_prob,couch_prob,cup_prob,dog_prob,fish_prob,frog_prob,house_prob,key_prob,person_prob,phone_prob,rabbit_prob,scissors_prob,sheep_prob,train_prob,tree_prob
0,1240,2,bird,run_v31528396799267,0.0,0.034113126513124765,0.048615020859907807,0.045313656431380016,0.04410231177346325,0.034113126513124765,0.04562229956176866,0.04123859024130647,0.04499769322383949,0.04478730697345482,0.04381970162585485,0.03991505530804987,0.043597349275294225,0.04697321686608099,0.0509776285893552,0.048986852003922894,0.04420854680234817,0.039546493726715044,0.03555708765473659,0.047934619901917254,0.04289592116534273,0.03969637574578746,0.04075602034561053,0.05037677312168106,0.03596835228905798
